"SUM_YRMTH","CZN_CD","COCT_CD","TRFFCVLM","SPD_AVG","PASNG_RUNTM_MINS","NMLT_CSCNT","REVISN_CSCNT","PSTM_STDV","PASNG_TM_CHANGE_CFFCN","MAX_PASNG_TM_MINS","MEDIAN_PASNG_TM_MINS","MINM_PASNG_TM_MINS","F15T85_PASNG_RUNTM_QNTL","LAST_CHANGE_DAYHMINSEC","ST_ND_NM","ST_ND_GPS_LAT","ST_ND_GPS_LONG","END_ND_NM","END_ND_GPS_LAT","END_ND_GPS_LONG"
"202310","0500CZS080","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","부곡IC","37.323775","126.960783","동군포IC","37.328525","126.941178"
"202310","0500CZE070","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","군포IC","37.325988","126.922482","동군포IC","37.328525","126.941178"
"202310","0500CZS070","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","동군포IC","37.328525","126.941178","군포IC","37.325988","126.922482"
"202310","0500CZE065","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","둔대JC","37.322320","126.905216","군포IC","37.325988","126.922482"
"202310","1100CZE080","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","안현JC","37.437243","126.816540","광명IC","37.439709","126.850035"
"202310","1100CZS090","1","1879030","73.88","212","84854","20","12.68","0.05","238","213","183","38","20231101083112","일직JC","37.423819","126.894869","광명IC","37.439709","126.850035"
"202310","0150CZS380","1","536042","87.87","172","110","2","3.67","0.07","177","172","165","8","20231101083112","금천IC","37.460138","126.890802","일직JC","37.423819","126.894869"
"202310","0150CZE370","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","광명역IC","37.404130","126.879416","일직JC","37.423819","126.894869"
"202310","1100CZE090","1","1864645","75.46","208","89221","20","16.97","0.08","236","216","180","39","20231101083112","광명IC","37.439709","126.850035","일직JC","37.423819","126.894869"
"202310","1100CZS100","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","석수IC","37.424560","126.917640","일직JC","37.423819","126.894869"
"202310","1300CZS050","1","1692649","96.20","280","8925","0","3.64","0.01","289","281","273","11","20231101083112","노오지JC","37.570317","126.753272","인천공항TG","37.569908","126.669084"
"202310","1300CZE040","1","1157599","96.87","193","8924","0","1.97","0.01","201","192","191","7","20231101083112","북인천IC","37.554753","126.614588","인천공항TG","37.569908","126.669084"
"202310","1200CZE050","1","2261817","91.31","91","89231","0","3.98","0.04","98","94","85","9","20231101083112","부평IC","37.524442","126.722881","인천TG","37.524395","126.733497"
"202310","1000CZS280","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","송내IC","37.487637","126.747202","중동IC","37.506052","126.748183"
"202310","1000CZE270","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","서운JC","37.524406","126.751909","중동IC","37.506052","126.748183"
"202310","1000CZS320","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","안현JC","37.437243","126.816540","시흥TG","37.450982","126.803514"
"202310","1100CZE050","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","서창JC","37.432878","126.738453","남인천TG","37.431953","126.764195"
"202310","1100CZS060","1","801353","96.03","57","89228","34","1.69","0.02","59","58","54","3","20231101083112","신천IC","37.430588","126.781240","남인천TG","37.431953","126.764195"
"202310","0150CZS340","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","조남JC","37.368742","126.869038","서서울TG","37.356793","126.863877"
"202310","0552CZS080","1","847304","94.92","219","8925","0","5.38","0.02","234","218","210","16","20231101083112","밀양IC","35.501626","128.790685","남밀양IC","35.451162","128.773698"
"202310","0552CZE070","1","808742","94.65","296","8925","0","7.83","0.02","316","297","283","23","20231101083112","삼랑진IC","35.399727","128.821718","남밀양IC","35.451162","128.773698"
"202310","0552CZE080","1","861699","94.17","221","8925","0","10.95","0.04","262","220","209","37","20231101083112","남밀양IC","35.451162","128.773698","밀양IC","35.501626","128.790685"
"202310","0552CZS085","1","730543","97.14","70","8925","0","1.39","0.02","74","70","67","4","20231101083112","밀양JC","","","밀양IC","35.501626","128.790685"
"202310","0552CZS100","1","785949","87.42","926","8925","0","23.76","0.02","1021","928","894","88","20231101083112","수성IC","35.835869","128.692407","청도IC","35.652644","128.747675"
"202310","0552CZE090","1","848870","93.58","623","8925","0","18.38","0.02","683","625","586","67","20231101083112","밀양JC","","","청도IC","35.652644","128.747675"
"202310","0351CZE010","1","396261","85.98","183","86633","21","1.32","0.00","186","183","181","3","20231101083112","통영IC","34.866935","128.441836","북통영IC","34.888432","128.412890"
"202310","0351CZS020","1","506631","101.93","359","89215","30","8.77","0.02","377","358","345","22","20231101083112","동고성IC","34.971166","128.384770","북통영IC","34.888432","128.412890"
"202310","0351CZE020","1","540728","101.91","359","89220","26","9.22","0.02","371","363","345","18","20231101083112","북통영IC","34.888432","128.412890","동고성IC","34.971166","128.384770"
"202310","0351CZS030","1","495423","102.96","180","89225","21","2.87","0.01","185","181","174","7","20231101083112","고성IC","35.007455","128.350155","동고성IC","34.971166","128.384770"
"202310","0351CZE030","1","518886","100.70","184","89224","22","1.92","0.01","191","184","181","7","20231101083112","동고성IC","34.971166","128.384770","고성IC","35.007455","128.350155"
"202310","0351CZS040","1","336230","103.70","598","52961","15","9.28","0.01","627","598","582","31","20231101083112","연화산IC","35.081875","128.192266","고성IC","35.007455","128.350155"
"202310","0351CZS050","1","330474","102.68","383","52961","16","6.69","0.01","395","383","372","16","20231101083112","진주JC","35.138210","128.098080","연화산IC","35.081875","128.192266"
"202310","0351CZE040","1","341764","105.97","585","50368","995","9.76","0.01","615","586","567","33","20231101083112","고성IC","35.007455","128.350155","연화산IC","35.081875","128.192266"
"202310","1000CZE130","1","2013785","100.88","103","89083","112","3.20","0.03","108","104","96","8","20231101083112","퇴계원IC","37.638965","127.133403","별내IC","37.659374","127.117143"
"202310","1000CZS150","1","1927189","92.38","276","8365","0","12.38","0.04","310","278","253","39","20231101083112","의정부IC","37.695047","127.051557","별내IC","37.659374","127.117143"
"202310","1000CZS200","1","1994060","96.52","133","8365","0","4.78","0.03","146","133","124","15","20231101083112","일산IC","37.636194","126.804662","고양IC","37.656736","126.818167"
"202310","1000CZE195","1","1842501","101.52","102","8365","0","2.30","0.02","106","103","98","5","20231101083112","고양JC","","","고양IC","37.656736","126.818167"
"202310","1000CZE180","1","2203416","93.28","123","8365","0","3.45","0.02","132","124","114","12","20231101083112","양주TG","37.679648","126.918289","통일로IC","37.674185","126.885254"
"202310","1000CZS190","1","2346116","94.59","140","8365","0","8.61","0.06","172","140","129","30","20231101083112","고양JC","","","통일로IC","37.674185","126.885254"
"202310","1000CZE150","1","1989184","89.19","286","8365","0","16.48","0.05","322","287","254","47","20231101083112","별내IC","37.659374","127.117143","의정부IC","37.695047","127.051557"
"202310","1000CZS160","1","2286221","91.29","291","8365","0","20.58","0.07","350","294","253","67","20231101083112","송추IC","37.712570","126.974032","의정부IC","37.695047","127.051557"
"202310","1000CZE160","1","2213649","78.82","337","8365","0","15.74","0.04","367","339","290","53","20231101083112","의정부IC","37.695047","127.051557","송추IC","37.712570","126.974032"
"202310","1000CZS170","1","2234294","85.80","264","8365","0","22.44","0.08","336","265","227","76","20231101083112","양주TG","37.679648","126.918289","송추IC","37.712570","126.974032"
"202310","0552CZS120","1","1032876","83.64","107","8925","0","8.97","0.08","134","108","96","26","20231101083112","동대구JC","35.886186","128.693814","동대구IC","35.864978","128.686229"
"202310","0552CZE110","1","1045965","92.13","128","8924","0","3.57","0.02","136","129","122","9","20231101083112","수성IC","35.835869","128.692407","동대구IC","35.864978","128.686229"
"202310","0552CZE100","1","808588","91.01","889","8925","0","21.91","0.02","942","895","849","65","20231101083112","청도IC","35.652644","128.747675","수성IC","35.835869","128.692407"
"202310","0552CZS110","1","1009044","85.64","138","8925","0","10.68","0.07","167","137","125","29","20231101083112","동대구IC","35.864978","128.686229","수성IC","35.835869","128.692407"
"202310","0552CZS070","1","800718","95.36","294","8925","0","6.79","0.02","318","295","283","24","20231101083112","남밀양IC","35.451162","128.773698","삼랑진IC","35.399727","128.821718"
"202310","0552CZE060","1","781414","93.83","606","8925","0","11.36","0.01","622","609","580","29","20231101083112","상동IC","35.318730","128.943646","삼랑진IC","35.399727","128.821718"
"202310","0552CZE050","1","830910","93.94","358","8925","0","8.37","0.02","368","361","341","18","20231101083112","대동JC","35.282273","128.985128","상동IC","35.318730","128.943646"
"202310","0552CZS060","1","769968","94.37","602","8925","0","7.17","0.01","617","603","585","22","20231101083112","삼랑진IC","35.399727","128.821718","상동IC","35.318730","128.943646"
"202310","0251CZS070","1","460515","96.94","141","89039","0","3.39","0.02","151","141","135","11","20231101083112","창평IC","35.229165","126.997862","대덕JC","35.246461","127.034151"
"202310","0251CZE060","1","648620","94.72","291","0","0","11.94","0.04","324","289","274","35","20231101083112","옥과IC","35.258957","127.113853","대덕JC","35.246461","127.034151"
"202310","0140CZE060","1","110198","96.67","225","7624","6095","6.98","0.03","235","228","211","16","20231101083112","담양JC","35.251980","126.969755","대덕JC","35.246461","127.034151"
"202310","0120CZE090","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","고서JC","35.224235","126.960602","담양JC","35.251980","126.969755"
"202310","0120CZS100","1","495013","100.67","133","88240","552","2.45","0.01","137","134","128","6","20231101083112","담양IC","35.281311","126.979881","담양JC","35.251980","126.969755"
"202310","0140CZS060","1","208163","101.76","214","8608","46","8.53","0.03","226","218","198","19","20231101083112","대덕JC","35.246461","127.034151","담양JC","35.251980","126.969755"
"202310","0140CZE050","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","북광주IC","35.261397","126.893694","담양JC","35.251980","126.969755"
"202310","2510CZS030","1","872095","92.62","249","87949","20","7.34","0.02","272","249","239","23","20231101083112","서대전JC","36.294070","127.316164","계룡IC","36.252400","127.280023"
"202310","2510CZE025","1","820455","94.73","492","89229","23","10.66","0.02","518","497","470","33","20231101083112","양촌 하이패스 IC","","","계룡IC","36.252400","127.280023"
"202310","1000CZS180","1","2261247","85.05","135","8365","0","13.54","0.09","183","134","118","45","20231101083112","통일로IC","37.674185","126.885254","양주TG","37.679648","126.918289"
"202310","1000CZE170","1","2201132","87.38","259","8365","0","6.07","0.02","271","261","239","22","20231101083112","송추IC","37.712570","126.974032","양주TG","37.679648","126.918289"
"202310","1000CZE230","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","김포IC","37.604175","126.782311","김포TG","37.602347","126.778451"
